filename,time,participant_id,device_model,android_version,screen_width,screen_height,trip_date,departure,destination,departure_time,destination_time,price
1763129887239_353.jpg,2025-11-14T15:18:07.239000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763129887239_353.jpg,2025-11-14T15:18:07.239000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763129887239_353.jpg,2025-11-14T15:18:07.239000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,35.98
1763130022169_356.jpg,2025-11-14T15:20:22.169000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763130022169_356.jpg,2025-11-14T15:20:22.169000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763130022169_356.jpg,2025-11-14T15:20:22.169000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,35.98
1763284534102_372.jpg,2025-11-16T10:15:34.102000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763284534102_372.jpg,2025-11-16T10:15:34.102000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763284534102_372.jpg,2025-11-16T10:15:34.102000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763370682593_380.jpg,2025-11-17T10:11:22.593000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763370682593_380.jpg,2025-11-17T10:11:22.593000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763370682593_380.jpg,2025-11-17T10:11:22.593000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763390855234_382.jpg,2025-11-17T15:47:35.234000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763390855234_382.jpg,2025-11-17T15:47:35.234000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763390855234_382.jpg,2025-11-17T15:47:35.234000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763446831983_391.jpg,2025-11-18T07:20:31.983000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763446831983_391.jpg,2025-11-18T07:20:31.983000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763446831983_391.jpg,2025-11-18T07:20:31.983000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763461947168_395.jpg,2025-11-18T11:32:27.168000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763461947168_395.jpg,2025-11-18T11:32:27.168000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763461947168_395.jpg,2025-11-18T11:32:27.168000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763539434510_403.jpg,2025-11-19T09:03:54.510000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763539434510_403.jpg,2025-11-19T09:03:54.510000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763539434510_403.jpg,2025-11-19T09:03:54.510000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763548140919_410.jpg,2025-11-19T11:29:00.919000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763548140919_410.jpg,2025-11-19T11:29:00.919000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763548140919_410.jpg,2025-11-19T11:29:00.919000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763569375698_418.jpg,2025-11-19T17:22:55.698000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763569375698_418.jpg,2025-11-19T17:22:55.698000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763569375698_418.jpg,2025-11-19T17:22:55.698000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763622834115_427.jpg,2025-11-20T08:13:54.115000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763622834115_427.jpg,2025-11-20T08:13:54.115000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763622834115_427.jpg,2025-11-20T08:13:54.115000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763625026608_443.jpg,2025-11-20T08:50:26.608000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763625026608_443.jpg,2025-11-20T08:50:26.608000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763625026608_443.jpg,2025-11-20T08:50:26.608000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763625172703_446.jpg,2025-11-20T08:52:52.703000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763625172703_446.jpg,2025-11-20T08:52:52.703000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763625172703_446.jpg,2025-11-20T08:52:52.703000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763631445246_457.jpg,2025-11-20T10:37:25.246000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763631445246_457.jpg,2025-11-20T10:37:25.246000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763631445246_457.jpg,2025-11-20T10:37:25.246000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763720584377_482.jpg,2025-11-21T11:23:04.377000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763720584377_482.jpg,2025-11-21T11:23:04.377000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763720584377_482.jpg,2025-11-21T11:23:04.377000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763809475979_519.jpg,2025-11-22T12:04:35.979000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763809475979_519.jpg,2025-11-22T12:04:35.979000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763809475979_519.jpg,2025-11-22T12:04:35.979000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,23:25,07:35,39.98
1763909004162_563.jpg,2025-11-23T15:43:24.162000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763909004162_563.jpg,2025-11-23T15:43:24.162000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763909004162_563.jpg,2025-11-23T15:43:24.162000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,,Lyon (Gerland),Bordeaux,23:25,07:35,40.98
1763995058823_582.jpg,2025-11-24T15:37:38.823000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1763995058823_582.jpg,2025-11-24T15:37:38.823000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1763995058823_582.jpg,2025-11-24T15:37:38.823000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,02-13,Lyon (Gerland),Bordeaux,23:25,07:35,40.98
1764163128927_600.jpg,2025-11-26T14:18:48.927000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1764163128927_600.jpg,2025-11-26T14:18:48.927000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1764163128927_600.jpg,2025-11-26T14:18:48.927000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,39.98
1764163128927_600.jpg,2025-11-26T14:18:48.927000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,13:45,21:40,39.98
1764166637288_624.jpg,2025-11-26T15:17:17.288000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1764166637288_624.jpg,2025-11-26T15:17:17.288000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1764166637288_624.jpg,2025-11-26T15:17:17.288000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,39.98
1764166637288_624.jpg,2025-11-26T15:17:17.288000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,13:45,21:40,39.98
1764166637288_624.jpg,2025-11-26T15:17:17.288000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,23:25,07:35,
1764166710075_625.jpg,2025-11-26T15:18:30.075000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1764166710075_625.jpg,2025-11-26T15:18:30.075000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1764166710075_625.jpg,2025-11-26T15:18:30.075000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,39.98
1764166710075_625.jpg,2025-11-26T15:18:30.075000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,13:45,21:40,39.98
1764166710075_625.jpg,2025-11-26T15:18:30.075000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,23:25,07:35,40.98
1764235981789_661.jpg,2025-11-27T10:33:01.789000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1764235981789_661.jpg,2025-11-27T10:33:01.789000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,39.98
1764235981789_661.jpg,2025-11-27T10:33:01.789000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,13:45,21:40,39.98
1764235981789_661.jpg,2025-11-27T10:33:01.789000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,23:25,07:35,50.98
1764236899799_670.jpg,2025-11-27T10:48:19.799000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,32.98
1764236899799_670.jpg,2025-11-27T10:48:19.799000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,09:20,17:15,32.98
1764236899799_670.jpg,2025-11-27T10:48:19.799000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,39.98
1764236899799_670.jpg,2025-11-27T10:48:19.799000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,13:45,21:40,39.98
1764236899799_670.jpg,2025-11-27T10:48:19.799000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,23:25,07:35,
1764322501718_675.jpg,2025-11-28T10:35:01.718000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,29.98
1764322501718_675.jpg,2025-11-28T10:35:01.718000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,09:20,17:15,29.98
1764322501718_675.jpg,2025-11-28T10:35:01.718000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,39.98
1764322501718_675.jpg,2025-11-28T10:35:01.718000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,13:45,21:40,39.98
1764322501718_675.jpg,2025-11-28T10:35:01.718000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,23:25,07:35,50.98
1764841264282_716.jpg,2025-12-04T10:41:04.282000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,29.98
1764841264282_716.jpg,2025-12-04T10:41:04.282000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,09:20,17:15,29.98
1764841264282_716.jpg,2025-12-04T10:41:04.282000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,38.98
1764841264282_716.jpg,2025-12-04T10:41:04.282000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,13:45,21:40,38.98
1764841264282_716.jpg,2025-12-04T10:41:04.282000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,,Lyon (Gerland),Bordeaux,23:25,07:35,46.98
1764929779273_796.jpg,2025-12-05T11:16:19.273000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,29.98
1764929779273_796.jpg,2025-12-05T11:16:19.273000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,09:20,17:15,29.98
1764929779273_796.jpg,2025-12-05T11:16:19.273000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,38.98
1764929779273_796.jpg,2025-12-05T11:16:19.273000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,13:45,21:40,38.98
1764929779273_796.jpg,2025-12-05T11:16:19.273000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,23:25,07:35,46.98
1765025529840_860.jpg,2025-12-06T13:52:09.840000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,29.98
1765025529840_860.jpg,2025-12-06T13:52:09.840000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,09:20,17:15,29.98
1765025529840_860.jpg,2025-12-06T13:52:09.840000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,38.98
1765025529840_860.jpg,2025-12-06T13:52:09.840000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,13:45,21:40,38.98
1765025529840_860.jpg,2025-12-06T13:52:09.840000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,,Lyon (Gerland),Bordeaux,23:25,07:35,46.98
1765135561097_899.jpg,2025-12-07T20:26:01.097000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),09:20,17:00,29.98
1765135561097_899.jpg,2025-12-07T20:26:01.097000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux,09:20,17:15,29.98
1765135561097_899.jpg,2025-12-07T20:26:01.097000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,,Lyon (Gerland),Bordeaux (Floirac Dravemont),13:45,21:25,38.98
